library,sample,sample_type,sort_bin,concentration,date,number_cells,R1
lib2,TuGG_TiteSeq_03_bin1,TuGG_TiteSeq,1,3,210624,2973732,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b1_S41_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin2,TuGG_TiteSeq,2,3,210624,5603928,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b2_S42_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin3,TuGG_TiteSeq,3,3,210624,830237,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b3_S43_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin4,TuGG_TiteSeq,4,3,210624,77414,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b4_S44_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin1,TuGG_TiteSeq,1,4,210624,9411050,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b1_S45_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin2,TuGG_TiteSeq,2,4,210624,868830,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b2_S46_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin3,TuGG_TiteSeq,3,4,210624,24669,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b3_S47_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin4,TuGG_TiteSeq,4,4,210624,15997,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b4_S48_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin1,TuGG_TiteSeq,1,5,210624,9099859,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b1_S49_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin2,TuGG_TiteSeq,2,5,210624,230472,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b2_S50_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin3,TuGG_TiteSeq,3,5,210624,12450,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b3_S51_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin4,TuGG_TiteSeq,4,5,210624,5709,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b4_S52_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin1,TuGG_TiteSeq,1,6,210624,9243226,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b1_S53_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin2,TuGG_TiteSeq,2,6,210624,207411,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b2_S54_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin3,TuGG_TiteSeq,3,6,210624,4539,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b3_S55_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin4,TuGG_TiteSeq,4,6,210624,1069,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b4_S56_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin1,TuGG_TiteSeq,1,7,210624,9230106,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b1_S57_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin2,TuGG_TiteSeq,2,7,210624,177944,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b2_S58_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin3,TuGG_TiteSeq,3,7,210624,502,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b3_S59_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin4,TuGG_TiteSeq,4,7,210624,684,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b4_S60_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin1,TuGG_TiteSeq,1,9,210624,9196329,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b1_S61_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin2,TuGG_TiteSeq,2,9,210624,279088,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b2_S62_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin3,TuGG_TiteSeq,3,9,210624,618,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b3_S63_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin4,TuGG_TiteSeq,4,9,210624,731,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b4_S64_R1_001.fastq.gz
